medal_date,medal_type,name,gender,country,discipline,event
07-08-2024,Silver Medal,TANFIELD Charlie,Male,Great Britain,Cycling Track,Men's Team Pursuit
07-08-2024,Silver Medal,HAYTER Ethan,Male,Great Britain,Cycling Track,Men's Team Pursuit
07-08-2024,Silver Medal,STEWART Mark,Male,Great Britain,Cycling Track,Men's Team Pursuit
07-08-2024,Bronze Medal,CONSONNI Simone,Male,Italy,Cycling Track,Men's Team Pursuit
07-08-2024,Bronze Medal,GANNA Filippo,Male,Italy,Cycling Track,Men's Team Pursuit
07-08-2024,Bronze Medal,LAMON Francesco,Male,Italy,Cycling Track,Men's Team Pursuit
07-08-2024,Bronze Medal,MILAN Jonathan,Male,Italy,Cycling Track,Men's Team Pursuit
07-08-2024,Bronze Medal,MORO Manlio,Male,Italy,Cycling Track,Men's Team Pursuit
07-08-2024,Gold Medal,CUMMINS Olivia,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Gold Medal,EHRLICH Emily,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Gold Medal,FAULKNER Kristen,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Gold Medal,VALENTE Jennifer,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Gold Medal,WILLIAMS Lily,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Gold Medal,DYGERT Chloe,Female,United States,Cycling Track,Women's Team Pursuit
07-08-2024,Silver Medal,BOTHA Bryony,Female,New Zealand,Cycling Track,Women's Team Pursuit
07-08-2024,Silver Medal,WOLLASTON Ally,Female,New Zealand,Cycling Track,Women's Team Pursuit
07-08-2024,Silver Medal,SHEARMAN Emily,Female,New Zealand,Cycling Track,Women's Team Pursuit
07-08-2024,Silver Medal,SHIELDS Nicole,Female,New Zealand,Cycling Track,Women's Team Pursuit
07-08-2024,Silver Medal,DONNELLY Samantha,Female,New Zealand,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,EVANS Neah,Female,Great Britain,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,BARKER Elinor,Female,Great Britain,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,KNIGHT Josie,Female,Great Britain,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,MORRIS Anna,Female,Great Britain,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,ROBERTS Jessica,Female,Great Britain,Cycling Track,Women's Team Pursuit
07-08-2024,Bronze Medal,BARKER Megan,Female,Great Britain,Cycling Track,Women's Team Pursuit
08-08-2024,Gold Medal,LIU Hao,Male,China,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Gold Medal,JI Bowen,Male,China,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Silver Medal,CASADEI Gabriele,Male,Italy,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Silver Medal,TACCHINI Carlo,Male,Italy,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Bronze Medal,MORENO Joan Antoni,Male,Spain,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Bronze Medal,DOMINGUEZ Diego,Male,Spain,Canoe Sprint,Men's Canoe Double 500m
08-08-2024,Gold Medal,RENDSCHMIDT Max,Male,Germany,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Gold Medal,LEMKE Max,Male,Germany,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Gold Medal,SCHOPF Jacob,Male,Germany,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Gold Medal,LIEBSCHER-LUCZ Tom,Male,Germany,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Silver Medal,FITZSIMMONS Riley,Male,Australia,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Silver Medal,van der WESTHUYZEN Pierre,Male,Australia,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Silver Medal,COLLINS Jackson,Male,Australia,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Silver Medal,HAVARD Noah,Male,Australia,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Bronze Medal,CRAVIOTTO Saul,Male,Spain,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Bronze Medal,AREVALO Carlos,Male,Spain,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Bronze Medal,COOPER Marcus,Male,Spain,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Bronze Medal,GERMADE Rodrigo,Male,Spain,Canoe Sprint,Men's Kayak Four 500m
08-08-2024,Gold Medal,CARRINGTON Lisa,Female,New Zealand,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Gold Medal,HOSKIN Alicia,Female,New Zealand,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Gold Medal,BRETT Olivia,Female,New Zealand,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Gold Medal,VAUGHAN Tara,Female,New Zealand,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Silver Medal,PASZEK Paulina,Female,Germany,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Silver Medal,HAKE Jule Marie,Female,Germany,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Silver Medal,JAGSCH Pauline,Female,Germany,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Silver Medal,BRUESSLER Sarah,Female,Germany,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Bronze Medal,PUPP Noemi,Female,Hungary,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Bronze Medal,FOJT Sara,Female,Hungary,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Bronze Medal,CSIPES Tamara,Female,Hungary,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Bronze Medal,GAZSO Alida Dora,Female,Hungary,Canoe Sprint,Women's Kayak Four 500m
08-08-2024,Bronze Medal,EL KAJOUI Munir,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,HAKIMI Achraf,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,NAKACH Akram,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,BOUKAMIR Mehdi,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,TAHIF Adil,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,BOUCHOUARI Benjamin,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,BEN SEGHIR Eliesse,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,EL KHANNOUSS Bilal,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,RAHIMI Soufiane,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,AKHOMACH Ilias,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,EL OUAHDI Zakaria,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,GHANIMI Rachid,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,KECHTA Yassine,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,TARGHALLINE Oussama,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,MAOUHOUB Mehdi,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,EZZALZOULI Abde,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,EL AZZOUZI Oussama,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,RICHARDSON Amir,Male,Morocco,Football,Men
08-08-2024,Bronze Medal,MANAOUT Haytam,Male,Morocco,Football,Men
08-08-2024,Gold Medal,JANSSEN Ji,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,BALK Lars,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,de GEUS Jonas,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,van DAM Thijs,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,BRINKMAN Thierry,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,van ASS Seve,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,CROON Jorrit Jan Willem,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,BLOK Justen,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,de VILDER Derck,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,WORTELBOER Floris,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,HOEDEMAKERS Tje,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,BIJEN Koen,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,de MOL Joe,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,van HEIJNINGEN Steijn,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,BLAAK Pirmin,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,REYENGA Tijmen,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,TELGENKAMP Duco,Male,Netherlands,Hockey,Men
08-08-2024,Gold Medal,MIDDENDORP Floris,Male,Netherlands,Hockey,Men
08-08-2024,Silver Medal,MUELLER Mathias,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,GRAMBUSCH Mats,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,WINDFEDER Lukas,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,WELLEN Niklas,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,GROSSE Johannes,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,PRINZ Thies,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,KAUFMANN Paul-Phili,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,HINRICHS Teo,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,GRAMBUSCH Tom,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,PEILLAT Gonzalo,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,RUEHR Christopher,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,WEIGAND Justus,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,MILTKAU Marco,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,ZWICKER Martin,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,MUELLER Hannes,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,HELLWIG Malte,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,LUDWIG Moritz,Male,Germany,Hockey,Men
08-08-2024,Silver Medal,DANNEBERG Jean-Paul,Male,Germany,Hockey,Men
08-08-2024,Bronze Medal,SINGH Jarmanpreet,Male,India,Hockey,Men
08-08-2024,Bronze Medal,ABHISHEK Abhishek,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Manpreet,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Hardik,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Gurjant,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SANJAY Sanjay,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Mandee,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Harmanpreet,Male,India,Hockey,Men
08-08-2024,Bronze Medal,UPADHYAY Lalit Kumar,Male,India,Hockey,Men
08-08-2024,Bronze Medal,PARATTU RAVEENDRAN Sreejesh,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SUMIT Sumit,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Shamsher,Male,India,Hockey,Men
08-08-2024,Bronze Medal,PAL Raj Kumar,Male,India,Hockey,Men
08-08-2024,Bronze Medal,ROHIDAS Amit,Male,India,Hockey,Men
08-08-2024,Bronze Medal,PRASAD Vivek Sagar,Male,India,Hockey,Men
08-08-2024,Bronze Medal,SINGH Sukhjeet,Male,India,Hockey,Men
08-08-2024,Gold Medal,VADLAU Lara,Female,Austria,Sailing,Mixed Dinghy
08-08-2024,Gold Medal,MAEHR Lukas,Male,Austria,Sailing,Mixed Dinghy
08-08-2024,Silver Medal,OKADA Keiju,Male,Japan,Sailing,Mixed Dinghy
08-08-2024,Silver Medal,YOSHIOKA Miho,Female,Japan,Sailing,Mixed Dinghy
08-08-2024,Bronze Medal,DAHLBERG Anton,Male,Sweden,Sailing,Mixed Dinghy
08-08-2024,Bronze Medal,KARLSSON Lovisa,Female,Sweden,Sailing,Mixed Dinghy
08-08-2024,Gold Medal,TITA Ruggero,Male,Italy,Sailing,Mixed Multihull
08-08-2024,Gold Medal,BANTI Caterina Marianna,Female,Italy,Sailing,Mixed Multihull
